job_id,title,skill_name,location,formatted_experience_level,formatted_work_type,experience_group
4380797555,japanese english gaming support agent,Information Technology,Apac,Entry level,Full-time,junior
4380797555,japanese english gaming support agent,Customer Service,Apac,Entry level,Full-time,junior
4402362420,product development supervisor retail toys,Product Management,Jakarta Metropolitan Area,not_specified,Full-time,other
4402362420,product development supervisor retail toys,Marketing,Jakarta Metropolitan Area,not_specified,Full-time,other
4402356448,product development,Product Management,Kota Tangerang,not_specified,Full-time,other
4402356448,product development,Marketing,Kota Tangerang,not_specified,Full-time,other
4403198384,graphic designer,Other,Jakarta,Mid-Senior level,Full-time,senior
4402369377,hse manager manufacturing,Management,Tangerang,not_specified,Full-time,other
4402369377,hse manager manufacturing,Manufacturing,Tangerang,not_specified,Full-time,other
4402369383,project lyra indonesian culture expert,Project Management,Pontianak,not_specified,Full-time,other
4402369383,project lyra indonesian culture expert,Information Technology,Pontianak,not_specified,Full-time,other
4403416067,functional consultant,Accounting/Auditing,Apac,Mid-Senior level,Full-time,senior
4403416067,functional consultant,Finance,Apac,Mid-Senior level,Full-time,senior
4402368400,accounting tax,Accounting/Auditing,Kota Tangerang,not_specified,Full-time,other
4402368400,accounting tax,Finance,Kota Tangerang,not_specified,Full-time,other
4403413169,sr officer ms network security delivery,Information Technology,Jakarta,not_specified,Full-time,other
4402360451,social media video editors,Marketing,Jakarta,not_specified,Full-time,other
4402360451,social media video editors,Public Relations,Jakarta,not_specified,Full-time,other
4402360451,social media video editors,Writing/Editing,Jakarta,not_specified,Full-time,other
4402369405,jr. cost control,Finance,Jakarta,not_specified,Full-time,other
4402369405,jr. cost control,Sales,Jakarta,not_specified,Full-time,other
4402355971,business development intern clip,Business Development,Jakarta,not_specified,Internship,other
4402355971,business development intern clip,Sales,Jakarta,not_specified,Internship,other
4403414093,online english tutor,Education,Tasikmalaya,not_specified,Part-time,other
4403414093,online english tutor,Training,Tasikmalaya,not_specified,Part-time,other
4402367363,content creator,Marketing,Ciputat Timur,not_specified,Full-time,other
4402367363,content creator,Public Relations,Ciputat Timur,not_specified,Full-time,other
4402367363,content creator,Writing/Editing,Ciputat Timur,not_specified,Full-time,other
4402378333,e commerce lead,Sales,West Jakarta,not_specified,Full-time,other
4402378333,e commerce lead,Business Development,West Jakarta,not_specified,Full-time,other
4403400395,sales executive,Sales,Jakarta,not_specified,Full-time,other
4403400395,sales executive,Business Development,Jakarta,not_specified,Full-time,other
4400800316,general counsel,Legal,Apac,Mid-Senior level,Full-time,senior
4400800316,general counsel,Research,Apac,Mid-Senior level,Full-time,senior
4400800316,general counsel,Finance,Apac,Mid-Senior level,Full-time,senior
4403408373,senior motions designer,Design,Jakarta,not_specified,Full-time,other
4403408373,senior motions designer,Art/Creative,Jakarta,not_specified,Full-time,other
4403408373,senior motions designer,Information Technology,Jakarta,not_specified,Full-time,other
4400810072,project designer intern,Project Management,Jakarta Metropolitan Area,not_specified,Internship,other
4400810072,project designer intern,Information Technology,Jakarta Metropolitan Area,not_specified,Internship,other
4400807132,t l ges junior secretary,Administrative,Jakarta Metropolitan Area,not_specified,Full-time,other
4400494959,planning engineer,Strategy/Planning,Kota Tangerang Selatan,Associate,Contract,junior
4400494959,planning engineer,Project Management,Kota Tangerang Selatan,Associate,Contract,junior
4402361449,government relations staff,Legal,North Cikarang,not_specified,Full-time,other
4402372374,sales executive,Sales,Jakarta Metropolitan Area,not_specified,Full-time,other
4402372374,sales executive,Business Development,Jakarta Metropolitan Area,not_specified,Full-time,other
4402374286,secret evaluator,Education,Indonesia,not_specified,Contract,other
4402374286,secret evaluator,Training,Indonesia,not_specified,Contract,other
4402360539,senior accounting officer ifrs17,Accounting/Auditing,Jakarta,Associate,Full-time,junior
4402378377,business analyst fsi,Research,Jakarta,not_specified,Contract,other
4402378377,business analyst fsi,Analyst,Jakarta,not_specified,Contract,other
4402378377,business analyst fsi,Information Technology,Jakarta,not_specified,Contract,other
4403408342,sales executive,Sales,Jakarta,not_specified,Full-time,other
4403408342,sales executive,Business Development,Jakarta,not_specified,Full-time,other
4402373436,video editor intern,Marketing,Jakarta,not_specified,Internship,other
4402373436,video editor intern,Public Relations,Jakarta,not_specified,Internship,other
4402373436,video editor intern,Writing/Editing,Jakarta,not_specified,Internship,other
4402366144,financial strategist,Finance,Denpasar,not_specified,Full-time,other
4402366144,financial strategist,Sales,Denpasar,not_specified,Full-time,other
4402379013,data analyst and visualization,Information Technology,Kecamatan Karawaci,not_specified,Contract,other
4402364416,business development specialist ip proxy cloud web scraping,Business Development,Jakarta,not_specified,Full-time,other
4402364416,business development specialist ip proxy cloud web scraping,Sales,Jakarta,not_specified,Full-time,other
4402357544,marketing associate sg my market,Marketing,South Jakarta,not_specified,Full-time,other
4402357544,marketing associate sg my market,Sales,South Jakarta,not_specified,Full-time,other
4402378417,business development purwokerto,Sales,Purwokerto,Associate,Full-time,junior
4402378417,business development purwokerto,Business Development,Purwokerto,Associate,Full-time,junior
4403406462,business consultant pre sales,Other,Jakarta,Mid-Senior level,Full-time,senior
4402363551,brand officer remote,Marketing,South Jakarta,not_specified,Full-time,other
4402363551,brand officer remote,Sales,South Jakarta,not_specified,Full-time,other
4402379045,marketing communications officer,Marketing,Jakarta,not_specified,Full-time,other
4402379045,marketing communications officer,Public Relations,Jakarta,not_specified,Full-time,other
4402379045,marketing communications officer,Writing/Editing,Jakarta,not_specified,Full-time,other
4328124262,account executive,Sales,Jakarta,Associate,Full-time,junior
4328124262,account executive,Advertising,Jakarta,Associate,Full-time,junior
4403409443,asm jakarta 2,Sales,Jakarta,not_specified,Full-time,other
4402369418,child psychologist,Health Care Provider,North Cikarang,not_specified,Part-time,other
4402362543,project manager,Project Management,Indonesia,not_specified,Full-time,other
4402362543,project manager,Information Technology,Indonesia,not_specified,Full-time,other
4402378439,marketing positions,Marketing,Jakarta Metropolitan Area,not_specified,Full-time,other
4402378439,marketing positions,Sales,Jakarta Metropolitan Area,not_specified,Full-time,other
4402358526,junior java developer,Engineering,Jakarta,Associate,Contract,junior
4403199604,brand designer,Design,Jakarta,not_specified,Full-time,other
4403199604,brand designer,Art/Creative,Jakarta,not_specified,Full-time,other
4403199604,brand designer,Information Technology,Jakarta,not_specified,Full-time,other
4402357629,product specialist financial service contract,Product Management,Jakarta,Associate,Contract,junior
4400814078,human resources director,Human Resources,Bali,Director,Full-time,senior
4402376472,sales partnerships manager,Business Development,Jakarta Metropolitan Area,not_specified,Full-time,other
4402376472,sales partnerships manager,Sales,Jakarta Metropolitan Area,not_specified,Full-time,other
4377655578,sales specialist,Sales,Surabaya,not_specified,Full-time,other
4377655578,sales specialist,Business Development,Surabaya,not_specified,Full-time,other
4403407523,ticketing staff with fluent in english,Customer Service,Jakarta Metropolitan Area,Associate,Full-time,junior
4402376474,legal intern id,Legal,Tangerang,Internship,Full-time,intern
4402358550,senior project executive influencer marketing indonesia,Advertising,Indonesia,Executive,Contract,senior
4402358550,senior project executive influencer marketing indonesia,Marketing,Indonesia,Executive,Contract,senior
4402358550,senior project executive influencer marketing indonesia,Project Management,Indonesia,Executive,Contract,senior
4402367518,architect,Design,Curug,not_specified,Full-time,other
4402367518,architect,Art/Creative,Curug,not_specified,Full-time,other
4402367518,architect,Information Technology,Curug,not_specified,Full-time,other
4402378449,host live freelance,Design,Jakarta,not_specified,Full-time,other
4402378449,host live freelance,Art/Creative,Jakarta,not_specified,Full-time,other
4402378449,host live freelance,Information Technology,Jakarta,not_specified,Full-time,other
4400812155,engineering manager,Information Technology,Jakarta,Mid-Senior level,Full-time,senior
4400800439,manager sales sme growth,Sales,Jakarta,not_specified,Full-time,other
4400800439,manager sales sme growth,Business Development,Jakarta,not_specified,Full-time,other
4402356586,guru mandarin freelance,Marketing,Greater Surabaya,not_specified,Part-time,other
4402356586,guru mandarin freelance,Public Relations,Greater Surabaya,not_specified,Part-time,other
4402356586,guru mandarin freelance,Writing/Editing,Greater Surabaya,not_specified,Part-time,other
4403408512,field collection team leader bengkulu,Other,Bengkulu,Mid-Senior level,Contract,senior
4403400539,hr business partner indonesia,Human Resources,Jakarta,Associate,Full-time,junior
4402376497,graphic designer,Design,Kota Jambi,not_specified,Full-time,other
4402376497,graphic designer,Art/Creative,Kota Jambi,not_specified,Full-time,other
4402376497,graphic designer,Information Technology,Kota Jambi,not_specified,Full-time,other
4402363597,senior merchandiser garment industry,Marketing,Bogor,not_specified,Contract,other
4402363597,senior merchandiser garment industry,Sales,Bogor,not_specified,Contract,other
4402369536,it solutions engineer,Engineering,Yogyakarta,not_specified,Full-time,other
4402369536,it solutions engineer,Information Technology,Yogyakarta,not_specified,Full-time,other
4403405538,product manager surgical product,Product Management,South Jakarta,Mid-Senior level,Contract,senior
4402358565,business development surabaya,Sales,Surabaya,Mid-Senior level,Contract,senior
4402358565,business development surabaya,Business Development,Surabaya,Mid-Senior level,Contract,senior
4402373536,guru bahasa jepang,Marketing,Cileungsi,not_specified,Full-time,other
4402373536,guru bahasa jepang,Public Relations,Cileungsi,not_specified,Full-time,other
4402373536,guru bahasa jepang,Writing/Editing,Cileungsi,not_specified,Full-time,other
4402366536,management trainee program head office,Human Resources,Jakarta,Entry level,Full-time,junior
4402366536,management trainee program head office,Finance,Jakarta,Entry level,Full-time,junior
4402366536,management trainee program head office,Sales,Jakarta,Entry level,Full-time,junior
4323527390,life insurance agent,Sales,Jakarta,not_specified,Full-time,other
4323527390,life insurance agent,Business Development,Jakarta,not_specified,Full-time,other
4403415176,graphic designer id,Design,Jakarta,not_specified,Full-time,other
4403415176,graphic designer id,Art/Creative,Jakarta,not_specified,Full-time,other
4403415176,graphic designer id,Information Technology,Jakarta,not_specified,Full-time,other
4402361609,sales supervisor,Sales,Surabaya,not_specified,Full-time,other
4402361609,sales supervisor,Business Development,Surabaya,not_specified,Full-time,other
4385682024,sales product consultant jakarta,Product Management,Jakarta,not_specified,Full-time,other
4385682024,sales product consultant jakarta,Marketing,Jakarta,not_specified,Full-time,other
4402358570,hr policy compliance specialist 36 hr remote,Human Resources,Apj,Associate,Contract,junior
4402358590,sales manager,Sales,Sleman,not_specified,Full-time,other
4402358590,sales manager,Business Development,Sleman,not_specified,Full-time,other
4402358613,community specialist,Other,Indonesia,not_specified,Full-time,other
4402358613,community specialist,Sales,Indonesia,not_specified,Full-time,other
4403409494,field collection team leader pangkal pinang,Other,Pangkalpinang,Mid-Senior level,Contract,senior
4402371580,strategy operations manager,Strategy/Planning,Jakarta,Mid-Senior level,Full-time,senior
4402371580,strategy operations manager,Consulting,Jakarta,Mid-Senior level,Full-time,senior
4402371580,strategy operations manager,Project Management,Jakarta,Mid-Senior level,Full-time,senior
4402358577,ads management lead,Project Management,Bekasi,not_specified,Full-time,other
4402358577,ads management lead,Information Technology,Bekasi,not_specified,Full-time,other
4403195609,sales supervisor sato indonesia,Sales,Jakarta,not_specified,Full-time,other
4403195609,sales supervisor sato indonesia,Business Development,Jakarta,not_specified,Full-time,other
4403408563,remote recruiter freelance solo independent,Human Resources,Palembang,not_specified,Full-time,other
3776621804,manajer sumber daya manusia,Human Resources,Kuta,not_specified,Full-time,other
4403402563,remote recruiter freelance solo independent,Human Resources,Cikarang Barat,not_specified,Full-time,other
4403417358,remote recruiter freelance solo independent,Human Resources,Central Jakarta,not_specified,Full-time,other
4403403585,remote recruiter freelance solo independent,Human Resources,Depok,not_specified,Full-time,other
4402357691,marcomm intern,Marketing,Tangerang,not_specified,Internship,other
4402357691,marcomm intern,Sales,Tangerang,not_specified,Internship,other
4402357696,social media marketing specialist,Marketing,Tangerang,not_specified,Contract,other
4402357696,social media marketing specialist,Sales,Tangerang,not_specified,Contract,other
4402358620,junior tax consultant,Accounting/Auditing,Jakarta,not_specified,Full-time,other
4402358620,junior tax consultant,Finance,Jakarta,not_specified,Full-time,other
4403412486,remote recruiter freelance solo independent,Human Resources,Medan,not_specified,Full-time,other
4403412487,remote recruiter freelance solo independent,Human Resources,Ujung Pandang,not_specified,Full-time,other
4402362657,digital planner,Marketing,Jakarta,not_specified,Full-time,other
4402362657,digital planner,Sales,Jakarta,not_specified,Full-time,other
4402359373,host live tiktok,Design,West Java,not_specified,Full-time,other
4402359373,host live tiktok,Art/Creative,West Java,not_specified,Full-time,other
4402359373,host live tiktok,Information Technology,West Java,not_specified,Full-time,other
4402376550,demand planner senior staff,Management,Kecamatan Karawaci,not_specified,Full-time,other
4402376550,demand planner senior staff,Manufacturing,Kecamatan Karawaci,not_specified,Full-time,other
4402371598,research and development lead,Research,Jakarta,Executive,Full-time,senior
4402371598,research and development lead,Product Management,Jakarta,Executive,Full-time,senior
4402371598,research and development lead,Production,Jakarta,Executive,Full-time,senior
4402373573,network security engineer middle level,Information Technology,Jakarta Metropolitan Area,not_specified,Contract,other
4402356650,product marketing specialist,Marketing,Badung,not_specified,Full-time,other
4402356650,product marketing specialist,Sales,Badung,not_specified,Full-time,other
4402362666,certified factory technician,Information Technology,Batang,not_specified,Full-time,other
4400804325,purchasing manager,Purchasing,Bekasi,Mid-Senior level,Full-time,senior
4402370618,assistant area new retail manager,Management,Gresik,Mid-Senior level,Full-time,senior
4402372580,visa consultant,Management,Jakarta,not_specified,Full-time,other
4402372580,visa consultant,Manufacturing,Jakarta,not_specified,Full-time,other
4402360706,authorized store sales consultant,Management,Denpasar,Entry level,Contract,junior
4402360706,authorized store sales consultant,Sales,Denpasar,Entry level,Contract,junior
4402360706,authorized store sales consultant,Administrative,Denpasar,Entry level,Contract,junior
4403403582,remote recruiter freelance solo independent,Human Resources,Surabaya,not_specified,Full-time,other
4402379175,import export specialist,Management,Tangerang,not_specified,Full-time,other
4402379175,import export specialist,Manufacturing,Tangerang,not_specified,Full-time,other
4402356675,integrated strategic planner pitch architect,Business Development,Jakarta,not_specified,Full-time,other
4402356675,integrated strategic planner pitch architect,Sales,Jakarta,not_specified,Full-time,other
4402374573,finance planning analyst,Business Development,Jakarta,not_specified,Full-time,other
4402374573,finance planning analyst,Sales,Jakarta,not_specified,Full-time,other
4402376540,accountant,Accounting/Auditing,Tangerang,not_specified,Full-time,other
4402376540,accountant,Finance,Tangerang,not_specified,Full-time,other
4402372620,mt key account management,Sales,North Jakarta,Associate,Contract,junior
4402372620,mt key account management,Management,North Jakarta,Associate,Contract,junior
4400800514,social media marketing intern,Marketing,Jakarta,not_specified,Part-time,other
4400800514,social media marketing intern,Sales,Jakarta,not_specified,Part-time,other
4363267218,sr. control engineer,Engineering,Jakarta Metropolitan Area,not_specified,Full-time,other
4363267218,sr. control engineer,Information Technology,Jakarta Metropolitan Area,not_specified,Full-time,other
4402367648,kol project management intern,Project Management,Jakarta,not_specified,Internship,other
4402367648,kol project management intern,Information Technology,Jakarta,not_specified,Internship,other
4402372647,sales and marketing specialist,Sales,Jakarta,not_specified,Full-time,other
4402372647,sales and marketing specialist,Business Development,Jakarta,not_specified,Full-time,other
4402374572,business development lead,Business Development,Indonesia,not_specified,Full-time,other
4402374572,business development lead,Sales,Indonesia,not_specified,Full-time,other
4403401710,building technician,Management,Jakarta Metropolitan Area,not_specified,Full-time,other
4403401710,building technician,Manufacturing,Jakarta Metropolitan Area,not_specified,Full-time,other
4381610864,medical representative respiratory tangerang,Sales,West Java,not_specified,Full-time,other
4381610864,medical representative respiratory tangerang,Business Development,West Java,not_specified,Full-time,other
4390864031,apac senior marketing specialist,Marketing,Jakarta Metropolitan Area,not_specified,Full-time,other
4390864031,apac senior marketing specialist,Sales,Jakarta Metropolitan Area,not_specified,Full-time,other
4402362705,desainer grafis,Design,Bogor,not_specified,Full-time,other
4402362705,desainer grafis,Art/Creative,Bogor,not_specified,Full-time,other
4402362705,desainer grafis,Information Technology,Bogor,not_specified,Full-time,other
4402365664,sales and marketing specialist,Sales,Jakarta,not_specified,Full-time,other
4402365664,sales and marketing specialist,Business Development,Jakarta,not_specified,Full-time,other
4403415405,remote recruiter freelance solo independent,Human Resources,Greater Semarang,not_specified,Full-time,other
4402364680,sales outreach specialist,Other,Indonesia,not_specified,Full-time,other
4402372685,finance accounting staff impack group,Finance,Jakarta,not_specified,Full-time,other
4402372685,finance accounting staff impack group,Sales,Jakarta,not_specified,Full-time,other
4403411505,remote recruiter freelance solo independent,Human Resources,Balikpapan,not_specified,Full-time,other
4403400588,remote recruiter freelance solo independent,Human Resources,Bandung,not_specified,Full-time,other
4402366638,b2b marketplace development intern,Education,Indonesia,not_specified,Internship,other
4402366638,b2b marketplace development intern,Training,Indonesia,not_specified,Internship,other
4402374619,payroll officer and tax,Human Resources,Jakarta Metropolitan Area,not_specified,Full-time,other
4402361740,part time sales remote,Human Resources,Indonesia,Entry level,Contract,junior
4402361740,part time sales remote,Sales,Indonesia,Entry level,Contract,junior
4402361740,part time sales remote,Marketing,Indonesia,Entry level,Contract,junior
4403400694,it officer ayana midplaza jakarta,Other,Jakarta,Entry level,Full-time,junior
4400817232,business operations associate,Management,Jakarta,not_specified,Full-time,other
4400817232,business operations associate,Manufacturing,Jakarta,not_specified,Full-time,other
4308803936,client advisor mangga 2 plz,Consulting,Pontianak,not_specified,Full-time,other
4308803936,client advisor mangga 2 plz,Information Technology,Pontianak,not_specified,Full-time,other
4308803936,client advisor mangga 2 plz,Sales,Pontianak,not_specified,Full-time,other
4363914280,pd channel sales manager,Other,Jakarta Metropolitan Area,not_specified,Full-time,other
4379898225,service technician hvac,Management,Surabaya,not_specified,Full-time,other
4379898225,service technician hvac,Manufacturing,Surabaya,not_specified,Full-time,other
4402365702,technician digital printing,Engineering,Batam,Associate,Contract,junior
4379662419,distribution logistics manager,Management,Jakarta,Mid-Senior level,Full-time,senior
4379662419,distribution logistics manager,Manufacturing,Jakarta,Mid-Senior level,Full-time,senior
4401412156,administrative assistant,Administrative,North Cikarang,not_specified,Full-time,other
4378751821,lead associate claim management,Other,Jakarta,not_specified,Full-time,other
4402370690,fullstack developer odoo,Engineering,Jakarta Metropolitan Area,not_specified,Contract,other
4402370690,fullstack developer odoo,Information Technology,Jakarta Metropolitan Area,not_specified,Contract,other
4289447083,wb rm medan 1 batam,Other,North Sumatra,not_specified,Full-time,other
4369016304,sales manager proactive,Sales,Greater Surabaya,not_specified,Full-time,other
4369016304,sales manager proactive,Business Development,Greater Surabaya,not_specified,Full-time,other
4403407762,pricing revenue specialist str short term rental,Accounting/Auditing,Indonesia,not_specified,Full-time,other
4403407762,pricing revenue specialist str short term rental,Finance,Indonesia,not_specified,Full-time,other
4380087228,superintendent accounting,Management,Jakarta,not_specified,Full-time,other
4380087228,superintendent accounting,Manufacturing,Jakarta,not_specified,Full-time,other
4391477400,distribution sales manager,Sales,Jakarta,not_specified,Full-time,other
4391477400,distribution sales manager,Business Development,Jakarta,not_specified,Full-time,other
4402360852,customer experience researcher,Research,Tangerang,Mid-Senior level,Full-time,senior
4402375753,technician gallus,Engineering,Batam,Associate,Contract,junior
4400819240,commercial leasing specialist,Sales,North Jakarta,Mid-Senior level,Full-time,senior
4402364790,devops engineer,Information Technology,Jakarta,Entry level,Contract,junior
4402375791,deputy general manager,Customer Service,Jakarta,Mid-Senior level,Full-time,senior
4402375791,deputy general manager,Other,Jakarta,Mid-Senior level,Full-time,senior
4390860011,drafter,Design,Jakarta,not_specified,Full-time,other
4390860011,drafter,Art/Creative,Jakarta,not_specified,Full-time,other
4390860011,drafter,Information Technology,Jakarta,not_specified,Full-time,other
4402362897,apprenticeship external communications,Marketing,South Jakarta,Internship,Internship,intern
4402362897,apprenticeship external communications,Art/Creative,South Jakarta,Internship,Internship,intern
4402362897,apprenticeship external communications,Public Relations,South Jakarta,Internship,Internship,intern
4402358797,civil structural designer,Design,Jakarta,Associate,Full-time,junior
4150953550,sales supervisor,Sales,Bandung,not_specified,Full-time,other
4150953550,sales supervisor,Business Development,Bandung,not_specified,Full-time,other
4400810425,growth specialist,Marketing,Jakarta,not_specified,Full-time,other
4400810425,growth specialist,Sales,Jakarta,not_specified,Full-time,other
4382000160,creative graphic designer,Art/Creative,Indonesia,Mid-Senior level,Full-time,senior
4402371780,hr policy compliance specialist 36 hr remote,Human Resources,Indonesia,Associate,Contract,junior
4402369777,ic id she specialist,Other,North Cikarang,not_specified,Full-time,other
4402366795,business development intern,Business Development,Bandung,not_specified,Internship,other
4402366795,business development intern,Sales,Bandung,not_specified,Internship,other
4390713431,wb rm kelapa gading,Other,Jakarta,not_specified,Full-time,other
4402363679,data engineer,Information Technology,Jakarta,not_specified,Full-time,other
4402367792,marketing officer,Marketing,Palembang,not_specified,Full-time,other
4402367792,marketing officer,Sales,Palembang,not_specified,Full-time,other
4391544963,quality technician,Quality Assurance,Sragen,not_specified,Full-time,other
4402373709,purchasing manager,Purchasing,Surabaya,not_specified,Full-time,other
4402373709,purchasing manager,Supply Chain,Surabaya,not_specified,Full-time,other
4308819107,wb rm balikpapan,Other,East Kalimantan,not_specified,Full-time,other
4403412768,project sales manager,Sales,Jakarta Metropolitan Area,not_specified,Full-time,other
4403412768,project sales manager,Business Development,Jakarta Metropolitan Area,not_specified,Full-time,other
4403414615,associate treasures relationship manager kemayoran consumer banking group,Finance,Jakarta,not_specified,Full-time,other
4403414615,associate treasures relationship manager kemayoran consumer banking group,Sales,Jakarta,not_specified,Full-time,other
4402359844,ai ml engineer,Engineering,Kecamatan Ungaran Barat,not_specified,Internship,other
4402359844,ai ml engineer,Information Technology,Kecamatan Ungaran Barat,not_specified,Internship,other
4402378708,b2b sales supervisor construction materials,Sales,Tangerang,not_specified,Full-time,other
4402378708,b2b sales supervisor construction materials,Business Development,Tangerang,not_specified,Full-time,other
4402375809,system analyst,Information Technology,Yogyakarta,not_specified,Full-time,other
4403420050,brand marketing specialist,Marketing,Jakarta,Entry level,Full-time,junior
4403420050,brand marketing specialist,Sales,Jakarta,Entry level,Full-time,junior
4402368582,tax administrator,Accounting/Auditing,Tangerang,not_specified,Full-time,other
4402368582,tax administrator,Finance,Tangerang,not_specified,Full-time,other
4340712852,hilton bali resort commercial director,Business Development,Kecamatan Nusa Penida,not_specified,Full-time,other
4340712852,hilton bali resort commercial director,Sales,Kecamatan Nusa Penida,not_specified,Full-time,other
4403403831,software engineer,Information Technology,Apac,Internship,Internship,intern
4403403831,software engineer,Consulting,Apac,Internship,Internship,intern
4403403831,software engineer,Analyst,Apac,Internship,Internship,intern
4402373751,treasury trading lead fixed income,Other,Jakarta,Mid-Senior level,Full-time,senior
4402373751,treasury trading lead fixed income,Analyst,Jakarta,Mid-Senior level,Full-time,senior
4403411769,docent maatschappijwetenschappen,Education,Laren,not_specified,Full-time,other
4403411769,docent maatschappijwetenschappen,Training,Laren,not_specified,Full-time,other
4402369818,producer,Design,Jakarta,not_specified,Full-time,other
4402369818,producer,Art/Creative,Jakarta,not_specified,Full-time,other
4402369818,producer,Information Technology,Jakarta,not_specified,Full-time,other
4402363838,marketing communications specialist,Art/Creative,Bandung,Associate,Full-time,junior
4402363838,marketing communications specialist,Marketing,Bandung,Associate,Full-time,junior
4402363838,marketing communications specialist,Public Relations,Bandung,Associate,Full-time,junior
4371155188,strategy project intern tiktok shop by tokopedia electronics 2026 start bs ms,Engineering,Jakarta,not_specified,Internship,other
4371155188,strategy project intern tiktok shop by tokopedia electronics 2026 start bs ms,Information Technology,Jakarta,not_specified,Internship,other
4402370775,computer science teacher,Education,Surabaya,not_specified,Full-time,other
4402370775,computer science teacher,Training,Surabaya,not_specified,Full-time,other
4399134517,executive assistant to chief executive officer,General Business,West Jakarta,Mid-Senior level,Full-time,senior
4399134517,executive assistant to chief executive officer,Administrative,West Jakarta,Mid-Senior level,Full-time,senior
4402376706,b2b corporate marketing communications,Marketing,Jakarta,not_specified,Full-time,other
4402376706,b2b corporate marketing communications,Sales,Jakarta,not_specified,Full-time,other
4402361873,human resources office manager,Human Resources,Denpasar,not_specified,Full-time,other
4402378743,contract quality assurance,Legal,Jakarta,not_specified,Contract,other
4402356820,product executive,Business Development,Jakarta Metropolitan Area,not_specified,Full-time,other
4402356820,product executive,Sales,Jakarta Metropolitan Area,not_specified,Full-time,other
4402371751,identity management associate analyst,Business Development,Jakarta,not_specified,Full-time,other
4402371751,identity management associate analyst,Sales,Jakarta,not_specified,Full-time,other
4402376642,junior test engineer katalon postman,Engineering,Jakarta,not_specified,Full-time,other
4402376642,junior test engineer katalon postman,Information Technology,Jakarta,not_specified,Full-time,other
4390831923,project manager,Project Management,Jakarta,not_specified,Full-time,other
4390831923,project manager,Information Technology,Jakarta,not_specified,Full-time,other
4403197815,it security engineer,Information Technology,Jakarta,Associate,Full-time,junior
4289229319,director of operations pre opening hilton padalarang bandung,Management,Greater Bandung,not_specified,Full-time,other
4289229319,director of operations pre opening hilton padalarang bandung,Manufacturing,Greater Bandung,not_specified,Full-time,other
4309491572,client advisor puri kencana,Consulting,Pontianak,not_specified,Full-time,other
4309491572,client advisor puri kencana,Information Technology,Pontianak,not_specified,Full-time,other
4309491572,client advisor puri kencana,Sales,Pontianak,not_specified,Full-time,other
4402375815,graphic ui ux designer contract based,Design,Jakarta,not_specified,Contract,other
4402375815,graphic ui ux designer contract based,Art/Creative,Jakarta,not_specified,Contract,other
4402375815,graphic ui ux designer contract based,Information Technology,Jakarta,not_specified,Contract,other
4402357867,gm business development hospital,Business Development,East Java,Director,Full-time,senior
4402357867,gm business development hospital,General Business,East Java,Director,Full-time,senior
4402372736,business development manager,Business Development,Jakarta,not_specified,Full-time,other
4402372736,business development manager,Sales,Jakarta,not_specified,Full-time,other
4365034369,talent acquisition project intern tac global 2026 start bs ms,Human Resources,Jakarta,not_specified,Internship,other
4403421018,staff firmware engineer,Engineering,Cilamaya Wetan,not_specified,Full-time,other
4403421018,staff firmware engineer,Information Technology,Cilamaya Wetan,not_specified,Full-time,other
4380096402,category finance specialist,Other,Jakarta,not_specified,Full-time,other
4403405920,internal audit control specialist,Accounting/Auditing,Jakarta,not_specified,Full-time,other
4403405920,internal audit control specialist,Finance,Jakarta,not_specified,Full-time,other
4402357949,purchasing paid intern,Purchasing,Tangerang,not_specified,Full-time,other
4402357949,purchasing paid intern,Supply Chain,Tangerang,not_specified,Full-time,other
4402361828,ai ml engineer intern,Engineering,Kecamatan Ungaran Barat,not_specified,Internship,other
4402361828,ai ml engineer intern,Information Technology,Kecamatan Ungaran Barat,not_specified,Internship,other
4402356880,health safety environment engineer,Management,Jakarta,not_specified,Full-time,other
4402356880,health safety environment engineer,Manufacturing,Jakarta,not_specified,Full-time,other
4402371805,psychology administrator,Information Technology,Kelapa Gading,not_specified,Full-time,other
4266718509,conrad bali assistant sales manager wedding,Sales,Kecamatan Nusa Penida,not_specified,Full-time,other
4266718509,conrad bali assistant sales manager wedding,Business Development,Kecamatan Nusa Penida,not_specified,Full-time,other
4319237153,sales engineer,Sales,Greater Medan,not_specified,Contract,other
4319237153,sales engineer,Business Development,Greater Medan,not_specified,Contract,other
4403404918,construction manager mep,Management,Batam,not_specified,Full-time,other
4403404918,construction manager mep,Manufacturing,Batam,not_specified,Full-time,other
4403412807,construction manager permitting,Management,Batam,not_specified,Full-time,other
4403412807,construction manager permitting,Manufacturing,Batam,not_specified,Full-time,other
4403418695,it pmo,Information Technology,Central Jakarta,Mid-Senior level,Full-time,senior
4402360907,hrga human resources and general affairs,Human Resources,Jakarta,not_specified,Full-time,other
4403404917,commissioning manager,Project Management,Batam,not_specified,Full-time,other
4403404917,commissioning manager,Information Technology,Batam,not_specified,Full-time,other
4403411768,docent science natuurkunde scheikunde,Research,Laren,not_specified,Full-time,other
4403411768,docent science natuurkunde scheikunde,Analyst,Laren,not_specified,Full-time,other
4403411768,docent science natuurkunde scheikunde,Information Technology,Laren,not_specified,Full-time,other
4402371804,editor desk gadget,Marketing,Jakarta,not_specified,Full-time,other
4402371804,editor desk gadget,Public Relations,Jakarta,not_specified,Full-time,other
